soil_type,pH,nitrogen,phosphorus,potassium,organic_carbon,ec,rainfall,temperature,plant
Alluvial,6.96,475,45,128,0.98,2.61,1390.36,28.04,Arjun
Alluvial,7.1,632,55,397,0.61,2.3,1384.55,24.13,Arjun
Alluvial,6.9,181,42,245,0.66,3.42,1670.11,28.86,Arjun
Alluvial,6.81,272,45,156,0.7,1.81,989.07,27.13,Arjun
Alluvial,7.13,193,21,83,1.07,2.34,1352.46,26.98,Arjun
Alluvial,7.32,396,29,145,1.05,2.4,1081.87,25.47,Arjun
Alluvial,7.08,322,44,291,0.89,1.91,941.76,30.46,Arjun
Alluvial,7.19,535,13,126,0.85,3.15,1439.45,22.15,Arjun
Alluvial,7.05,470,21,281,0.77,3.45,1052.04,31.01,Arjun
Alluvial,7.27,448,36,163,0.56,2.34,1449.49,24.46,Arjun
Alluvial,7.13,303,22,371,0.34,0.77,1661.17,30.09,Arjun
Alluvial,6.9,614,59,313,0.68,2.83,1281.73,28.83,Arjun
Alluvial,6.97,390,56,180,0.63,3.46,1731.91,32.96,Arjun
Alluvial,7.02,118,60,382,0.74,3.12,1437.18,31.04,Arjun
Alluvial,7.22,211,50,314,1.02,1.52,1687.36,28.56,Arjun
Alluvial,7.28,528,59,159,1.18,1.84,1419.87,29.15,Arjun
Alluvial,7.25,611,48,111,1.07,1.43,1200.62,31.46,Arjun
Alluvial,7.09,360,28,153,1.11,0.94,1323.74,27.23,Arjun
Alluvial,7.09,544,44,155,0.4,3.06,1536.28,28.93,Arjun
Alluvial,6.97,324,51,104,0.91,2.81,1330.84,27.22,Arjun
Alluvial,7.35,157,55,248,0.37,1.73,1184.78,28.77,Arjun
Alluvial,6.97,417,6,170,1.06,0.62,1536.07,30.67,Arjun
Alluvial,7.09,106,19,269,1.06,3.46,1509.79,26.72,Arjun
Alluvial,7.43,649,20,396,0.47,2.99,1339.65,24.64,Arjun
Alluvial,7.03,542,37,233,1.13,1.31,1835.87,27.62,Arjun
Alluvial,7.16,347,40,181,0.71,1.42,1249.71,26.65,Arjun
Alluvial,6.93,263,34,230,1.09,0.65,1094.39,29.8,Arjun
Alluvial,7.01,119,25,201,0.46,1.1,1159.58,24.96,Arjun
Alluvial,6.92,338,9,240,0.86,2.32,1444.08,25.74,Arjun
Alluvial,7.29,464,19,317,0.41,1.69,1381.46,26.78,Arjun
Alluvial,6.96,120,24,360,0.71,3.42,1118.06,30.49,Arjun
Alluvial,6.92,509,59,201,0.44,1.45,1019.96,32.25,Arjun
Alluvial,6.85,542,43,328,0.96,0.31,1444.26,26.07,Arjun
Alluvial,7.03,469,37,104,0.31,1.29,1344.59,27.88,Arjun
Alluvial,7.05,101,58,99,1.11,0.66,1367.09,25.68,Arjun
Alluvial,7.06,420,59,359,0.64,0.98,1111.48,28.53,Arjun
Alluvial,7.1,359,25,315,0.36,2.17,1533.05,29.65,Arjun
Alluvial,7.36,644,51,185,0.85,0.28,1483.93,30.65,Arjun
Alluvial,7.1,439,34,155,0.93,3.16,1253.96,28.22,Arjun
Alluvial,7.18,533,24,285,1.04,1.23,1266.58,27.26,Arjun
Alluvial,6.79,232,56,357,0.86,0.12,1535.25,24.11,Arjun
Alluvial,7.16,686,36,272,0.66,2.57,1484.31,25.96,Arjun
Alluvial,6.89,584,59,174,0.44,2.79,1412.43,29.26,Arjun
Alluvial,7.11,233,36,55,0.87,0.14,978.53,29.48,Arjun
Alluvial,6.94,274,32,363,1.07,1.43,1564.65,25.2,Arjun
Alluvial,6.89,196,5,89,1.01,0.64,1501.55,25.94,Arjun
Alluvial,6.99,528,44,150,0.81,3.07,1296.26,25.87,Arjun
Alluvial,6.9,655,31,333,0.4,1.67,1526.63,32.32,Arjun
Alluvial,6.94,565,15,222,0.74,0.3,1265.89,25.05,Arjun
Alluvial,7.31,117,55,161,0.99,0.3,1057.62,25.07,Arjun
Alluvial,6.78,312,21,174,0.92,2.32,1149.9,25.94,Arjun
Alluvial,7.28,667,37,336,1.05,0.41,1216.33,23.25,Arjun
Alluvial,6.99,288,45,372,0.69,0.98,1199.62,26.15,Arjun
Alluvial,7.42,218,55,207,0.56,1.78,1337.94,30.51,Arjun
Alluvial,7.22,361,31,312,0.82,1.52,1251.89,27.21,Arjun
Alluvial,7.13,592,49,219,0.39,0.29,1438.41,27.23,Arjun
Alluvial,7.04,264,42,105,0.39,0.25,1296.77,26.81,Arjun
Alluvial,7.06,208,28,218,1.13,1.27,1224.25,25.95,Arjun
Alluvial,6.61,255,26,93,0.3,0.55,1673.48,24.56,Arjun
Alluvial,6.83,301,47,143,1.17,0.38,1512.91,28.12,Arjun
Alluvial,7.21,187,5,359,0.52,0.89,1340.7,30.08,Arjun
Alluvial,6.94,460,6,329,0.59,1.79,1774.23,27.62,Arjun
Alluvial,6.92,570,53,301,0.81,1.07,1216.5,26.45,Arjun
Alluvial,6.87,554,40,188,0.56,1.82,1179.38,26.59,Arjun
Alluvial,6.99,157,53,350,1.15,0.9,966.54,27.51,Arjun
Alluvial,6.97,260,17,240,0.88,2.73,1158.42,27.37,Arjun
Alluvial,6.74,500,27,184,1.1,2.93,1328.9,24.73,Arjun
Alluvial,7.13,656,20,173,0.5,1.58,1234.74,27.88,Arjun
Alluvial,7.23,290,18,88,0.69,3.09,1414.07,26.3,Arjun
Alluvial,6.72,445,28,81,1.13,3.06,1296.23,25.83,Arjun
Alluvial,6.89,225,38,214,0.85,0.25,1152.19,28.19,Arjun
Alluvial,6.75,305,46,229,0.67,3.09,1217.06,26.61,Arjun
Alluvial,7.01,140,38,217,0.68,1.38,1013.08,28.69,Arjun
Alluvial,6.77,479,55,245,0.71,2.68,1335.07,27.06,Arjun
Alluvial,6.95,672,33,382,1.08,1.79,1293.21,25.41,Arjun
Alluvial,6.92,679,49,58,0.48,1.73,1476.33,26.84,Arjun
Alluvial,6.95,663,54,98,0.66,2.97,1279.28,31.23,Arjun
Alluvial,6.82,464,21,343,1.17,0.4,1492.83,24.83,Arjun
Alluvial,6.79,681,17,347,0.52,0.15,1142.17,27.83,Arjun
Alluvial,6.91,474,46,338,0.59,2.6,1374.63,26.78,Arjun
Alluvial,7.31,446,5,385,0.58,3.34,1232.12,24.8,Arjun
Alluvial,7.18,108,35,237,1.16,2.61,1504.28,26.32,Arjun
Alluvial,7.22,486,22,304,0.87,0.35,1269.22,25.17,Arjun
Alluvial,7.11,208,48,226,0.48,1.57,1871.8,24.46,Arjun
Alluvial,6.78,539,12,295,1.12,0.51,1130.89,29.81,Arjun
Alluvial,7.21,196,39,311,0.43,2.64,1342.8,31.99,Arjun
Alluvial,6.79,524,59,123,1.13,1.0,1498.28,24.15,Arjun
Alluvial,6.93,353,17,285,1.11,2.71,1418.68,27.96,Arjun
Alluvial,7.23,221,27,330,0.68,3.11,1562.96,28.41,Arjun
Alluvial,6.87,651,60,398,0.87,2.1,1616.6,24.26,Arjun
Alluvial,6.95,622,55,275,1.01,0.77,1043.25,25.88,Arjun
Alluvial,7.37,155,36,255,0.98,2.6,1418.17,28.09,Arjun
Alluvial,6.83,218,20,395,0.89,0.6,1171.76,24.72,Arjun
Alluvial,7.24,530,21,389,0.74,0.59,1104.21,28.96,Arjun
Alluvial,7.21,631,17,279,0.66,2.67,1368.29,26.26,Arjun
Alluvial,7.08,669,23,385,0.76,2.66,1153.28,26.56,Arjun
Alluvial,7.05,473,41,331,0.93,3.1,1390.6,25.92,Arjun
Alluvial,7.13,550,8,236,0.47,3.39,1493.18,28.23,Arjun
Alluvial,7.24,596,39,55,0.86,3.31,1357.45,26.02,Arjun
Alluvial,6.88,434,22,252,1.14,2.43,1080.7,29.91,Arjun
Alluvial,7.08,427,34,157,0.77,1.56,1478.16,28.31,Arjun
Alluvial,7.1,356,33,67,0.9,2.42,1565.89,26.29,Arjun
Alluvial,7.28,359,36,163,0.86,3.11,1314.83,27.97,Arjun
Alluvial,7.12,357,13,308,1.18,2.66,1573.72,25.28,Arjun
Alluvial,7.12,525,44,297,1.01,2.25,1262.88,28.95,Arjun
Alluvial,6.89,475,41,380,0.39,0.76,1279.13,29.18,Arjun
Alluvial,6.95,328,9,177,0.65,2.36,1451.71,30.54,Arjun
Alluvial,6.86,637,37,310,0.89,1.65,1441.7,28.05,Arjun
Alluvial,7.3,155,31,329,0.63,1.28,866.48,28.74,Arjun
Alluvial,7.14,371,9,304,0.61,2.31,1202.98,26.84,Arjun
Alluvial,7.0,355,11,210,0.36,1.95,1168.89,27.06,Arjun
Alluvial,6.95,112,7,70,0.56,3.08,1251.39,25.34,Arjun
Alluvial,7.01,151,8,262,0.89,0.58,1345.27,29.65,Arjun
Alluvial,7.1,248,15,273,0.85,0.47,1492.46,30.4,Arjun
Alluvial,7.21,216,21,184,0.41,2.54,1708.64,26.82,Arjun
Alluvial,7.02,554,43,347,1.1,2.76,1350.49,26.92,Arjun
Alluvial,7.32,682,5,224,0.74,0.34,1334.35,29.84,Arjun
Alluvial,7.01,203,15,271,0.96,0.52,1288.73,26.96,Arjun
Alluvial,7.07,180,5,318,1.06,1.29,1150.01,27.9,Arjun
Alluvial,7.01,255,13,319,1.18,3.21,1535.75,27.14,Arjun
Alluvial,7.34,439,54,322,0.96,2.84,1678.53,28.6,Arjun
Alluvial,6.95,252,53,185,0.92,1.41,1492.02,25.75,Arjun
Alluvial,7.14,300,9,398,1.07,0.7,1466.72,23.37,Arjun
Alluvial,6.81,594,56,137,1.13,2.1,1403.78,31.17,Arjun
Alluvial,6.83,261,30,94,0.73,1.29,1163.82,24.88,Arjun
Alluvial,7.09,172,16,314,0.94,1.59,1333.17,26.58,Arjun
Alluvial,6.94,244,43,104,0.36,1.38,1405.28,30.7,Arjun
Alluvial,6.77,590,33,283,0.75,0.28,1448.94,24.62,Arjun
Alluvial,6.88,481,56,177,0.6,2.59,1214.15,26.2,Arjun
Alluvial,6.85,102,58,271,1.02,1.24,1369.54,27.04,Arjun
Alluvial,7.0,168,30,74,1.07,1.16,1449.52,28.43,Arjun
Alluvial,6.93,392,18,213,0.99,0.59,1551.65,28.22,Arjun
Alluvial,6.87,488,18,293,0.39,0.56,1522.28,29.11,Arjun
Alluvial,7.0,232,19,277,0.46,2.48,1341.27,28.45,Arjun
Alluvial,7.16,643,10,384,0.83,1.7,1470.09,28.36,Arjun
Alluvial,6.99,511,51,210,0.7,2.68,1232.16,26.28,Arjun
Alluvial,6.84,197,39,322,0.46,0.18,1697.94,26.29,Arjun
Alluvial,6.92,513,56,354,0.87,1.53,1731.89,26.08,Arjun
Alluvial,6.87,590,7,346,0.91,1.7,1229.26,29.34,Arjun
Alluvial,7.33,238,6,201,0.81,2.36,1264.45,23.01,Arjun
Alluvial,6.98,137,32,355,0.63,0.3,1303.88,27.31,Arjun
Alluvial,6.83,174,40,165,1.14,2.11,1140.09,28.67,Arjun
Alluvial,7.28,311,58,274,0.42,1.1,1206.74,26.97,Arjun
Alluvial,6.91,280,46,335,0.84,3.02,1551.54,30.53,Arjun
Alluvial,7.07,575,44,148,0.89,2.26,1293.1,25.57,Arjun
Alluvial,6.88,648,14,136,0.67,1.2,1556.79,27.94,Arjun
Alluvial,6.79,590,50,240,0.69,2.98,1412.71,24.74,Arjun
Alluvial,6.93,666,27,260,1.19,0.54,1107.99,25.29,Arjun
Alluvial,7.21,519,53,388,0.3,1.37,1456.47,22.74,Arjun
Alluvial,7.0,558,51,203,1.07,2.42,880.84,25.62,Arjun
Alluvial,7.25,240,12,75,0.54,1.23,1290.55,30.18,Arjun
Alluvial,7.0,560,27,376,1.04,1.29,1224.34,26.59,Arjun
Alluvial,6.99,147,48,214,0.89,1.17,1816.92,29.67,Arjun
Alluvial,7.16,112,54,367,0.8,1.77,1515.93,29.96,Arjun
Alluvial,7.17,260,39,80,0.74,1.0,1430.18,29.45,Arjun
Alluvial,6.89,529,40,198,1.0,1.31,1487.32,26.47,Arjun
Alluvial,7.0,395,28,129,1.1,0.99,1495.36,28.11,Arjun
Alluvial,7.31,211,59,178,0.86,1.73,1439.58,30.78,Arjun
Alluvial,7.09,479,45,102,0.88,3.12,1248.64,27.03,Arjun
Alluvial,7.01,503,36,176,0.43,1.83,1585.99,27.95,Arjun
Alluvial,7.18,690,21,104,0.96,0.56,1232.11,27.9,Arjun
Alluvial,7.06,353,9,50,1.19,0.92,1697.4,32.5,Arjun
Alluvial,6.86,690,37,330,1.18,2.8,1125.26,26.31,Arjun
Alluvial,6.83,351,26,141,0.67,1.85,1476.73,26.34,Arjun
Alluvial,6.8,428,24,100,0.94,0.31,1063.48,24.19,Arjun
Alluvial,7.11,514,6,305,1.06,2.63,1147.13,31.47,Arjun
Alluvial,6.96,179,42,215,0.48,0.54,1499.96,24.06,Arjun
Alluvial,7.02,312,54,106,1.04,2.87,1258.45,27.58,Arjun
Alluvial,6.96,210,29,334,1.05,3.31,1049.32,29.14,Arjun
Alluvial,6.67,484,33,234,0.7,0.84,1124.1,28.76,Arjun
Sandy,6.49,405,34,137,0.4,2.14,939.73,24.68,Gulmohar
Loamy,7.38,205,52,330,0.79,2.09,932.11,24.27,Gulmohar
Sandy,6.67,523,29,164,0.55,0.43,1054.84,27.7,Gulmohar
Loamy,6.49,270,17,246,0.42,2.79,955.45,14.37,Gulmohar
Loamy,6.92,225,33,83,1.02,3.13,838.79,25.9,Gulmohar
Loamy,7.11,322,9,310,0.32,1.17,997.01,20.57,Gulmohar
Loamy,6.96,363,17,141,0.85,0.44,805.68,22.69,Gulmohar
Loamy,6.92,363,19,94,1.08,2.29,911.22,22.29,Gulmohar
Sandy,6.86,333,16,66,0.48,0.51,1087.39,20.1,Gulmohar
Loamy,6.94,268,32,301,0.94,1.49,987.27,27.5,Gulmohar
Loamy,7.22,154,30,194,0.48,0.92,1004.05,23.45,Gulmohar
Sandy,7.5,614,20,385,1.12,0.99,1050.99,24.74,Gulmohar
Loamy,6.98,480,36,162,0.8,1.39,979.13,32.86,Gulmohar
Sandy,6.9,678,45,189,0.93,1.45,951.35,22.75,Gulmohar
Sandy,7.18,293,56,114,0.32,0.14,925.21,26.35,Gulmohar
Sandy,7.05,334,54,248,0.38,2.9,833.84,23.02,Gulmohar
Sandy,7.43,189,10,311,0.7,1.03,855.48,19.14,Gulmohar
Loamy,7.25,420,54,204,0.95,2.41,998.58,25.41,Gulmohar
Sandy,6.89,581,22,263,0.7,1.3,816.47,26.25,Gulmohar
Loamy,6.85,429,10,115,0.32,2.76,915.83,27.9,Gulmohar
Sandy,6.88,626,49,398,1.13,2.43,909.72,26.18,Gulmohar
Loamy,7.17,492,34,52,0.47,1.81,942.33,26.33,Gulmohar
Sandy,6.85,467,17,336,0.87,1.05,1087.92,21.81,Gulmohar
Sandy,6.6,145,18,95,0.34,0.84,908.69,27.86,Gulmohar
Sandy,7.66,624,27,281,0.61,1.42,898.88,22.41,Gulmohar
Sandy,7.44,177,50,67,0.87,1.46,950.24,24.04,Gulmohar
Loamy,7.22,511,54,232,0.89,2.67,981.55,20.86,Gulmohar
Loamy,7.1,217,19,251,0.75,0.35,934.74,18.18,Gulmohar
Loamy,7.26,479,33,135,0.64,1.53,947.92,19.98,Gulmohar
Sandy,7.24,522,24,338,0.49,2.26,901.01,27.54,Gulmohar
Sandy,7.3,426,10,197,0.9,2.29,1010.61,22.77,Gulmohar
Sandy,7.17,214,31,370,0.99,1.77,740.89,23.97,Gulmohar
Loamy,7.49,542,11,71,0.31,1.34,1013.13,25.52,Gulmohar
Sandy,6.54,553,20,391,0.32,3.25,949.95,23.12,Gulmohar
Sandy,6.82,414,13,384,0.77,2.07,1042.35,30.56,Gulmohar
Sandy,7.23,551,43,162,0.53,1.17,969.92,20.5,Gulmohar
Sandy,7.06,253,43,387,1.0,2.27,947.78,25.03,Gulmohar
Loamy,7.62,123,34,206,0.99,0.69,1064.98,22.13,Gulmohar
Loamy,7.1,148,48,95,0.81,1.94,857.84,30.67,Gulmohar
Loamy,7.14,437,53,91,0.39,1.4,1049.39,28.07,Gulmohar
Loamy,6.82,676,29,246,1.17,1.89,972.66,21.25,Gulmohar
Sandy,6.34,123,10,138,0.7,1.85,960.84,19.23,Gulmohar
Loamy,6.95,499,43,169,0.55,3.16,1091.78,28.22,Gulmohar
Loamy,7.52,476,56,381,1.17,0.65,1085.64,28.12,Gulmohar
Sandy,6.71,412,7,81,1.01,0.25,1014.52,23.54,Gulmohar
Sandy,6.86,479,32,303,0.7,2.25,952.31,31.23,Gulmohar
Loamy,6.99,263,19,80,0.4,0.36,927.8,21.6,Gulmohar
Sandy,7.07,478,18,177,1.12,0.6,953.52,23.43,Gulmohar
Loamy,7.54,618,26,245,0.42,1.16,883.89,22.36,Gulmohar
Sandy,7.3,152,57,147,0.5,2.12,985.26,21.6,Gulmohar
Sandy,7.23,137,45,230,1.2,1.96,984.37,23.03,Gulmohar
Sandy,7.59,324,40,181,0.96,0.47,1054.13,19.66,Gulmohar
Sandy,6.92,512,37,337,0.7,2.42,865.99,22.61,Gulmohar
Sandy,6.86,410,59,339,0.52,2.2,836.51,26.11,Gulmohar
Sandy,7.01,200,37,306,0.81,0.53,984.94,22.4,Gulmohar
Sandy,7.41,552,57,368,0.46,3.11,922.58,24.2,Gulmohar
Loamy,6.93,300,24,112,0.39,0.96,889.09,23.61,Gulmohar
Sandy,6.83,322,29,181,0.69,0.51,794.45,28.14,Gulmohar
Sandy,6.95,180,12,108,1.12,1.32,792.29,24.95,Gulmohar
Loamy,6.5,146,47,147,1.02,1.64,976.01,24.28,Gulmohar
Sandy,6.83,334,51,267,0.47,1.44,908.16,31.25,Gulmohar
Sandy,6.99,379,38,229,0.82,1.68,990.08,29.17,Gulmohar
Sandy,7.18,346,28,223,0.4,0.47,1094.76,25.13,Gulmohar
Loamy,6.94,516,53,263,0.6,1.93,1036.31,24.62,Gulmohar
Sandy,7.0,256,11,347,0.62,0.16,969.14,24.33,Gulmohar
Sandy,6.84,566,32,310,0.37,1.94,821.37,16.93,Gulmohar
Sandy,7.04,539,43,210,0.3,1.38,899.69,28.48,Gulmohar
Sandy,7.39,556,9,167,0.68,1.95,984.31,20.63,Gulmohar
Loamy,7.17,427,19,176,0.6,2.66,971.39,23.24,Gulmohar
Loamy,6.77,653,46,353,0.97,2.53,957.28,26.34,Gulmohar
Loamy,6.73,316,54,109,0.71,2.62,947.98,27.53,Gulmohar
Loamy,6.97,184,20,356,0.34,0.56,866.48,18.38,Gulmohar
Sandy,6.6,124,44,159,1.11,2.16,962.33,27.76,Gulmohar
Loamy,7.04,604,55,362,1.07,1.51,767.99,21.71,Gulmohar
Sandy,7.15,427,29,194,0.91,2.98,1038.18,22.67,Gulmohar
Sandy,6.89,148,19,344,0.74,2.24,828.72,23.48,Gulmohar
Loamy,7.63,690,31,64,0.99,0.1,994.93,22.97,Gulmohar
Sandy,6.89,506,48,203,0.97,0.45,854.2,25.36,Gulmohar
Loamy,7.35,470,42,266,0.35,3.25,993.34,22.61,Gulmohar
Sandy,6.69,189,21,319,0.73,2.49,910.57,19.51,Gulmohar
Sandy,7.01,170,19,273,0.72,0.76,974.61,24.76,Gulmohar
Sandy,7.06,639,8,110,1.06,2.38,969.44,24.69,Gulmohar
Loamy,7.65,562,52,178,0.87,1.75,972.68,25.28,Gulmohar
Loamy,7.33,482,19,89,0.92,1.67,954.41,26.97,Gulmohar
Sandy,6.51,680,31,234,0.81,3.35,787.76,24.98,Gulmohar
Sandy,6.41,631,39,111,0.83,1.27,765.26,29.14,Gulmohar
Sandy,6.5,333,24,217,1.05,0.77,848.97,22.88,Gulmohar
Sandy,6.83,477,25,398,0.54,1.91,1131.56,27.38,Gulmohar
Loamy,6.87,435,36,229,1.05,1.15,930.29,21.26,Gulmohar
Loamy,6.33,297,20,78,0.4,2.57,1060.09,26.07,Gulmohar
Sandy,7.07,548,51,76,0.62,2.2,899.83,24.96,Gulmohar
Loamy,6.78,463,45,76,0.53,1.61,934.69,20.57,Gulmohar
Sandy,7.06,272,47,274,0.47,2.72,862.31,25.04,Gulmohar
Loamy,7.43,633,47,397,0.85,3.11,945.61,24.43,Gulmohar
Sandy,7.07,583,30,266,0.91,0.66,947.04,24.9,Gulmohar
Loamy,7.04,174,25,280,0.85,1.47,1052.51,26.72,Gulmohar
Loamy,7.25,389,28,201,0.96,1.9,880.14,23.51,Gulmohar
Loamy,6.58,362,53,64,1.01,1.15,933.34,23.3,Gulmohar
Sandy,7.4,422,40,231,0.71,2.71,874.62,21.03,Gulmohar
Loamy,7.39,472,44,164,0.63,2.93,1124.75,28.1,Gulmohar
Sandy,6.82,674,45,200,0.81,0.58,914.71,18.86,Gulmohar
Sandy,7.48,433,5,312,0.39,0.15,924.09,23.8,Gulmohar
Sandy,7.08,467,31,395,0.61,0.35,1108.54,25.29,Gulmohar
Loamy,6.7,294,24,119,0.92,3.23,983.34,30.54,Gulmohar
Loamy,6.3,685,10,278,0.3,3.49,936.46,17.77,Gulmohar
Loamy,6.8,552,27,185,1.08,1.25,949.78,25.15,Gulmohar
Sandy,7.21,653,15,112,0.32,1.65,929.87,25.13,Gulmohar
Sandy,6.72,109,30,302,1.12,1.3,887.79,29.06,Gulmohar
Loamy,7.42,367,8,154,0.7,2.47,952.65,29.14,Gulmohar
Sandy,6.92,660,28,237,0.5,0.9,1098.01,24.68,Gulmohar
Sandy,6.71,223,10,181,0.85,3.21,1011.86,19.81,Gulmohar
Sandy,6.96,150,52,152,0.52,0.76,906.1,17.98,Gulmohar
Sandy,7.3,359,15,376,0.5,3.12,910.74,21.15,Gulmohar
Loamy,7.12,613,53,128,0.61,0.65,868.18,26.12,Gulmohar
Sandy,6.9,587,44,357,0.61,1.8,911.85,22.77,Gulmohar
Sandy,7.25,190,56,376,0.53,2.19,967.26,25.12,Gulmohar
Sandy,6.98,470,35,182,0.63,2.84,840.37,16.29,Gulmohar
Loamy,6.41,304,52,212,0.44,3.45,953.17,20.89,Gulmohar
Sandy,8.01,482,41,337,0.54,2.92,994.28,23.13,Gulmohar
Sandy,7.03,601,34,293,0.63,0.73,787.95,26.29,Gulmohar
Loamy,6.69,266,34,237,0.95,1.74,952.69,16.96,Gulmohar
Sandy,7.36,112,39,334,0.63,2.39,869.2,22.56,Gulmohar
Sandy,7.44,128,39,227,0.75,2.42,1031.35,22.3,Gulmohar
Sandy,7.21,349,59,106,1.16,1.36,863.45,22.31,Gulmohar
Loamy,6.52,161,49,272,1.12,0.44,907.05,24.26,Gulmohar
Loamy,7.36,545,31,269,0.83,2.49,938.82,26.07,Gulmohar
Sandy,6.85,398,40,195,1.0,2.03,986.97,22.13,Gulmohar
Loamy,6.21,598,12,210,0.47,1.96,814.25,21.55,Gulmohar
Sandy,7.42,431,54,139,0.56,1.86,1018.3,20.98,Gulmohar
Loamy,7.04,676,55,162,0.62,0.37,1070.3,30.2,Gulmohar
Loamy,7.19,381,34,242,0.85,1.56,793.67,26.85,Gulmohar
Sandy,7.39,270,53,165,1.07,1.16,867.22,18.04,Gulmohar
Loamy,7.17,288,28,287,1.12,2.91,1099.15,22.89,Gulmohar
Sandy,6.86,165,27,130,0.72,2.93,946.49,27.74,Gulmohar
Loamy,6.67,619,43,133,0.87,2.06,1031.18,28.14,Gulmohar
Sandy,7.15,173,12,124,0.94,2.44,836.94,23.73,Gulmohar
Loamy,7.0,132,58,87,1.19,0.26,1103.96,20.68,Gulmohar
Sandy,7.0,148,44,160,1.08,2.46,993.42,22.18,Gulmohar
Sandy,7.3,597,38,229,0.48,2.06,881.98,23.99,Gulmohar
Sandy,6.84,491,8,94,0.68,1.84,1103.1,22.41,Gulmohar
Loamy,7.07,617,54,255,0.64,2.92,907.97,25.83,Gulmohar
Loamy,7.38,416,5,304,0.97,2.91,1003.12,21.96,Gulmohar
Loamy,6.98,259,36,368,0.58,0.6,960.75,25.83,Gulmohar
Loamy,6.86,662,22,130,0.96,3.32,938.68,21.73,Gulmohar
Loamy,6.98,310,13,393,0.37,2.96,901.92,15.1,Gulmohar
Loamy,6.83,405,6,302,0.91,3.35,1007.49,22.5,Gulmohar
Loamy,7.28,472,60,236,0.6,1.06,771.88,29.56,Gulmohar
Loamy,7.48,378,51,378,0.94,0.26,963.46,24.02,Gulmohar
Sandy,6.75,507,57,256,0.52,1.1,755.58,22.88,Gulmohar
Loamy,7.6,333,22,357,1.12,0.17,919.85,23.09,Gulmohar
Loamy,6.43,263,29,182,0.98,3.04,790.59,26.95,Gulmohar
Sandy,6.77,550,29,148,0.88,2.45,918.41,23.53,Gulmohar
Loamy,7.32,321,31,118,0.56,2.07,955.06,18.49,Gulmohar
Sandy,6.84,616,55,66,1.15,2.04,965.31,28.09,Gulmohar
Loamy,6.95,324,28,344,1.1,3.3,1043.91,22.27,Gulmohar
Loamy,7.32,555,5,332,0.51,2.99,721.24,23.64,Gulmohar
Loamy,6.97,211,58,253,0.97,0.64,897.58,21.74,Gulmohar
Sandy,6.93,548,23,389,0.63,0.37,984.09,19.62,Gulmohar
Loamy,6.98,694,21,116,0.53,1.27,958.89,29.14,Gulmohar
Sandy,6.92,199,31,50,1.11,2.52,927.24,29.04,Gulmohar
Sandy,6.86,173,59,142,0.66,3.28,918.43,22.71,Gulmohar
Sandy,6.91,349,20,279,0.37,0.27,936.5,23.84,Gulmohar
Loamy,7.3,661,10,135,0.36,1.58,899.19,18.72,Gulmohar
Sandy,6.69,488,45,173,0.61,2.44,953.77,30.49,Gulmohar
Loamy,6.91,604,50,81,0.66,2.78,992.04,26.16,Gulmohar
Loamy,7.07,313,49,151,0.89,0.23,922.45,31.45,Gulmohar
Loamy,6.53,301,45,87,0.3,1.9,987.64,22.97,Gulmohar
Sandy,7.86,401,24,93,0.83,2.35,1037.13,27.67,Gulmohar
Loamy,7.3,550,42,171,0.66,2.07,927.35,20.68,Gulmohar
Sandy,6.95,315,57,99,0.53,1.19,1084.78,24.61,Gulmohar
Loamy,6.9,610,14,144,1.08,2.2,862.71,20.66,Gulmohar
Loamy,7.78,305,16,205,0.57,1.6,913.9,21.43,Gulmohar
Sandy,7.19,514,24,275,0.92,1.23,772.04,23.86,Gulmohar
Loamy,6.93,509,10,391,0.35,0.31,941.82,21.15,Gulmohar
Sandy,6.45,233,57,101,1.14,1.8,1051.48,29.12,Gulmohar
Loamy,7.03,236,15,362,1.13,1.54,865.73,24.2,Gulmohar
Sandy,7.31,658,43,122,0.97,2.65,826.56,23.76,Gulmohar
Sandy,6.67,131,32,280,0.82,1.25,938.05,29.15,Gulmohar
Sandy,7.4,104,29,174,0.52,0.36,938.17,31.7,Gulmohar
Loamy,7.38,669,21,186,1.05,0.17,949.6,24.36,Gulmohar
Loamy,7.16,178,19,344,1.15,3.05,1121.94,26.83,Gulmohar
Sandy,6.5,332,18,72,1.17,0.82,910.22,24.56,Gulmohar
Sandy,7.24,695,60,383,1.14,2.34,978.7,22.07,Gulmohar
Sandy,7.12,319,6,369,0.41,0.52,1012.27,29.63,Gulmohar
Sandy,6.77,657,20,267,1.0,2.68,957.78,31.81,Gulmohar
Loamy,6.54,465,51,226,1.05,2.79,922.4,26.06,Gulmohar
Sandy,7.54,581,36,274,0.36,0.66,1034.45,29.14,Gulmohar
Loamy,7.24,630,24,214,1.08,2.53,1008.37,19.85,Gulmohar
Sandy,6.83,104,19,183,0.98,0.13,1040.01,23.73,Gulmohar
Sandy,6.75,382,11,58,0.34,2.31,1014.66,20.21,Gulmohar
Loamy,6.9,595,48,228,0.31,0.45,968.31,23.51,Gulmohar
Loamy,7.15,586,29,262,0.57,2.9,1113.06,25.28,Gulmohar
Loamy,6.48,118,54,88,0.49,0.66,922.24,19.4,Gulmohar
Sandy,6.7,287,55,127,0.96,3.35,810.9,24.27,Gulmohar
Loamy,6.69,445,38,375,0.94,2.92,941.21,28.0,Gulmohar
Sandy,7.23,169,26,126,0.98,1.01,906.52,28.61,Gulmohar
